location
Suryabinayak
Chundevi
"Sallaghari, Suryabinayak"
Srijana Nagar
"Radhe Radhe, Bhaktapur"
"Naya Thimi, Bus Stand"
"Chardobato, Naya Thimi"
Gaththaghar
Kausaltar
Lokanthali
Jadibuti
Koteshwor
Kuleshwor Tinkune
Shantinagar
Minbhawan
Naya Baneshwor
Buddhanagar
Babarmahal
Maitighar
Singhadurbar
Bhadrakali Mandir
Sahid Gate
Sundhara
NAC Bus Stop
Bir Hospital
Bhotahiti
Ratnapark
Dakshinkali
"Kalopati, Bhaktapur"
Shes Narayanthan
Satikhel
Dollu Bus Stop
"Pahiro, Pharping"
"Bansbari, Pharping"
Ganeshthan Mandir
Chalnakhel
Mahadevsthan
"Pani Tankey, Taudaha"
Tau daha
Lapsibot
"Manjushree Park, Chobar"
Chobar Turning 2
Chobar Galchi
Chobar Turning
Chobar Gate
Sundarighat
TU Gate
Balkhu Dakhsinkali Turning
Balkhu
Kuleshwor turning 1
Kuleshwor
Kalimati
Teku
Tripureshwor
Sundhara
NAC Bus Stop
Bir Hospital
Bhotahiti
Ratnapark
Purano Buspark
"Dudhpati, Bhaktapur"
Siddhapokhari
Thulo Byasi
Sano Byasi
Dekocha Changu Stop
"Mahalaxmisthan, Bhaktapur"
Kamalbinayak
Chyamasingh
"Jagati, Bhaktapur"
Suryabinayak
Chundevi
"Sallaghari, Suryabinayak"
Srijana Nagar
"Radhe Radhe, Bhaktapur"
"Naya Thimi, Bus Stand"
"Chardobato, Naya Thimi"
Gaththaghar
Kausaltar
Lokanthali
Jadibuti
Koteshwor
"Bhatbhateni, Koteshwor"
Balkumari
Gwarko
Satdobato
Lagankhel
"Dudhpati, Bhaktapur"
nakkhu
"Sallaghari, Byasi"
"Sallaghari, Purano Thimi"
Nikosera
"Radhe Radhe, Bhaktapur, Purano Thimi"
Siddhikali Chowk
"Panika, Purano Thimi"
"Manohara, Pepsicola"
Pepsicola
Saraswatinagar
Jadibuti
Koteshwor
Kuleshwor Tinkune
Shantinagar
Minbhawan
Naya Baneshwor
Buddhanagar
Babarmahal
Maitighar
Singhadurbar
Putalisadak
New Plaza
Putalisadak
Bagbazar
Ratnapark
Ekantakuna Chowk
Toukhel
Bagdol
"Dhobighat, Balkhu"
"Nayabato, Balkhu"
Sanepa Height
Sanepa
Balkhu
Kuleshwor turning 1
Kuleshwor
Kalimati
Teku
Tripureshwor
Sundhara
NAC Bus Stop
Godawari
"NMC Hospital, Attarkhel"
Bade Gaun
Thaiba
Harisiddhi
Dhalko Mandir
"New Plaza, Satdobato"
Hattiban
Satdobato
Lagankhel
"Bhagwatithan, Gokarna"
Samakhusi
"Besigaun, Jorpati"
Jorpati
Chamunda Gate
"Urab Bank, Jorpati"
Boudha Pipalbot
Boudha Gate
"Tusal, Boudha"
Chuchepati
Chabhahil Chowk
Gopi Krishna Hall
Sukedhara Chowk
Dhumbarahi
Chappal Karkhana
Narayan Gopal Chowk
Basundhara
Basundhara Chauki
Samakhusi
Gongabu Chowk
Naya Buspark
Machha Pokhari
Balaju Chowk
Banasthali Chowk
Dhungedhara
"Thulo Bharyang, Swayambhu"
Swayambhu
"Sano Bharyang, Swayambhu"
Sitapaila
Kalanki
Gongabu Chowk
Kapurdhara
Basundhara Chauki
Basundhara
Narayan Gopal Chowk
Teaching Hospital
Kanti Bal Hospital
Paani Pokhari
Lazimpat
Lazimpat Chowk
Lainchaur Chowk
Keshar Mahal
Kantipath
Jamal
Kamaladi
Ghantaghar
Ratnapark
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Sahid Gate
Sundhara
Tripureshwor
Thapathali
Kupondole
Kandewatathan. Kupondole
"Jwagal, Kupondole"
Pulchowk College
"Harihar bhawan, Pulchowk"
Pulchowk
Alka Hospital
"Jawalakhel, Ekantakuna"
walakhel
Manbhawan
Kumaripat
Patan Hospital
Lagankhel
Gongabu Chowk
Sukedhara Chowk
"Galkopakha, Thamel"
"DDC, Lainchaur"
Lainchaur Chowk
Keshar Mahal
Kantipath
Jamal
Kamaladi
Ghantaghar
Ratnapark
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Sahid Gate
Sundhara
NAC Bus Stop
Gopi Krishna Hall
Chamunda Gate
Dhumbarahi
Chappal Karkhana
Narayan Gopal Chowk
Teaching Hospital
Kanti Bal Hospital
Baluwatar
"Bhat Bhateni, Naxal"
Tangal
"Hotel Barahi, Tangal"
Tamas laya
Narayan Chaur
Nagpokhari
"Apex Development Bank, Hattisar"
Kamalpokhari
Putalisadak
New Plaza
Anamnagar
"Hanumansthan, Anamnagar"
"Bijulibazar,Anamnagar"
"Thapagaun, New Baneshwor"
"Anamnagar Turning, Baneshwor"
Naya Baneshwor
Minbhawan
Shantinagar
Kuleshwor Tinkune
Koteshwor
"Bhatbhateni, Koteshwor"
Balkumari
Jorpati
"Khasibazar, Kalanki"
"Urab Bank, Jorpati"
Boudha Pipalbot
Boudha Gate
"Tusal, Boudha"
Chuchepati
Chabhahil Chowk
Mitra Park
Jaya Bageswori
Gausala Chowk
Battisputali
Purano Baneshwor
Apex College
Ratna Rajya School
SchEMS
Kanti Galli Chowk
"Anamnagar Turning, Baneshwor"
Naya Baneshwor
"Pragatinagar, Sankhamul"
Sankhamul
Kalanki
Sitapaila
"Sita Petrol Pump, Kalanki"
Balkhu Dakhsinkali Turning
Balkhu
Sanepa
Sanepa Height
"Nayabato, Balkhu"
"Dhobighat, Balkhu"
Bagdol
nakkhu
Ekantakuna Chowk
"Yatayat, Ekantakuna"
Thasikhel
"Mahalaxmisthan, Patan"
"Chapagaun Dobato, Satdobato"
Satdobato
Gwarko
Balkumari
"Bhatbhateni, Koteshwor"
Koteshwor
Jadibuti
Lokanthali
Kausaltar
Gaththaghar
Chardobato. Nava Thimi
"Naya Thimi, Bus Stand"
"Radhe Radhe, Bhaktapur"
Srijana Nagar
"Sallaghari, Suryabinayak"
Chundevi
Suryabinayak
"Jagati, Bhaktapur"
Chyamasingh
Kalanki
Ravi Bhawan
"Sano Bharyang, Swayambhu"
Swayambhu
"Thulo Bharyang, Swayambhu"
Dhungedhara
Banasthali Chowk
Balaju Chowk
Machha Pokhari
Naya Buspark
Gongabu Chowk
Samakhusi
Basundhara Chauki
Basundhara
Narayan Gopal Chowk
Chappal Karkhana
Dhumbarahi
Sukedhara Chowk
Gopi Krishna Hall
Chabhahil Chowk
Chuchepati
"Tusal, Boudha"
Boudha Gate
Boudha Pipalbot
"Urab Bank, Jorpati"
Chamunda Gate
Jorpati
"Besigaun, Jorpati"
"NMC Hospital, Attarkhel"
"Bhagwatithan, Gokarna"
Kalanki
Sitapaila
Kalimati
Teku
Tripureshwor
Sundhara
NAC Bus Stop
Bir Hospital
Bhotahiti
Ratnapark
Kalanki
Chyamasingh
Sano Bharyang. Swayambhu
Swayambhu
"Thulo Bharyang, Swayambhu"
Dhungedhara
Banasthali Chowk
Balaju Chowk
Machha Pokhari
Naya Buspark
Gongabu Chowk
Samakhusi
Basundhara Chauki
Basundhara
Narayan Gopal Chowk
Chappal Karkhana
Dhumbarahi
Sukedhara Chowk
Gopi Krishna Hall
Chabhahil Chowk
Chuchepati
"Tusal, Boudha"
Boudha Gate
Boudha Pipalbot
"Urab Bank, Jorpati"
Chamunda Gate
Jorpati
Narayantar
Dakshindhoka
Mulpani Turning
"Tiwari Tol, Mulpani"
Kamalbinayak
"Mahalaxmisthan, Bhaktapur"
"Jagati, Bhaktapur"
Suryabinayak
Chundevi
"Sallaghari, Suryabinayak"
Srijana Nagar
"Radhe Radhe, Bhaktapur"
"Naya Thimi, Bus Stand"
"Chardobato, Naya Thimi"
Gaththaghar
Kausaltar
Lokanthali
Jadibuti
Koteshwor
"Gairigaun, Kuleshwor Tinkune"
Sinamangal
Tribhuvan International Airport
Tilganga
"Pingalstan, Gausala"
Gausala Chowk
Jaya Bageswori
Mitra Parkk
Chabhahil Chowk
Gopi Krishna Hall
Sukedhara Chowk
Dhumbarahi
Chappal Karkhana
Narayan Gopal Chowk
Basundhara
Basundhara Chauki
Samakhusi
Gongabu Chowk
Naya Buspark
Machha Pokhari
Balaju Chowk
Kamalbinayak
"Kharibot, Kapan"
Dekocha Changu Stop
Mahakali Bus Stop
Sano Byasi
Thulo Byasi
"Kalopati, Bhaktapur"
"Dudhpati, Bhaktapur"
Siddhapokhari
"Sallaghari, Byasi"
"Sallaghari, Suryabinayak"
Srijana Nagar
"Radhe Radhe, Bhaktapur"
"Naya Thimi, Bus Stand"
"Chardobato, Naya Thimi"
Gaththaghar
Kausaltar
Lokanthali
Jadibuti
Koteshwor
Kuleshwor Tinkune
Shantinagar
Minbhawan
Naya Baneshwor
Buddhanagar
Babarmahal
Maitighar
Singhadurbar
New Plaza
Putalisadak
Bagbazar
Ratnapark
Kapan Banglamukhi
Kuleshwor Tinkune
"Tenzing Chowk, Kapan"
Mahankal Oralo
"Bhrikuti Chowk, Mahankal"
Reliance College
Gopi Krishna Hall
Chabhahil Chowk
Mitra Park
Jaya Bageswori
Gausala Chowk
Ratopul
Gyaneshwor
Maitidevi
Dillibazar
Charkhal
Putalisadak
Bagbazar
Ratnapark
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Sahid Gate
Sundhara
Tripureshwor
Teku
Koteshwor
TU Gate
Shantinagar
Minbhawan
Naya Baneshwor
Buddhanagar
Babarmahal
Maitighar
Singhadurbar
Bhadrakali Mandir
Sahid Gate
Sundhara
Tripureshwor
Teku
Kalimati
Ravi Bhawan
Kalanki
Sitapaila
"Sano Bharyang, Swayambhu"
Swayambhu
Kritipur
Gwarko
Balkhu Dakhsinkali Turning
Balkhu
Kuleshwor turning 1
Kuleshwor
Kalimati
Teku
Tripureshwor
Sundhara
NAC Bus Stop
Bir Hospital
Bhotahiti
Ratnapark
Purano Buspark
Satdobato
Patan Hospital
Balkumari
"Bhatbhateni, Koteshwor"
Koteshwor
Kuleshwor Tinkune
Shantinagar
Minbhawan
Naya Baneshwor
Buddhanagar
Babarmahal
Maitighar
Thapathali
Kupondole
"Kandewatathan, Kupondole"
"Jwagal, Kupondole"
Pulchowk College
"Harihar bhawan, Pulchowk"
Pulchowk
Alka Hospital
"Jawalakhel, Ekantakuna"
Jawalakhel
Manbhawan
Kumaripati
Patan Hospital
Lagankhel
Lagankhel
Satdobato
Kumaripati
Manbhawan
Jawalakhel
"Jawalakhel, Ekantakuna"
Alka Hospital
Pulchowk
"Harihar bhawan, Pulchowk"
Pulchowk College
"Jwagal, Kupondole"
"Kandewatathan, Kupondole"
Kupondole
Thapathali
Tripureshwor
Sundhara
NAC Bus Stop
Bir Hospital
Bhotahiti
Jamal
Kantipath
Keshar Mahal
Lainchaur Chowk
Lazimpat Chowk
Lazimpat
Paani Pokhari
Kanti Bal Hospital
Teaching Hospital
Narayan Gopal Chowk
Bansbari
Galfutar
Hattigauda
"Chandranagar Chowk, HattiGauda"
Chapali
"Budhanilkantha, Narayanthan"
Lagankhel
Satdobato
Gwarko
Balkumari
"Bhatbhateni, Koteshwor"
Koteshwor
Jadibuti
Lokanthali
Kausaltar
Gaththaghar
"Chardobato, Naya Thimi"
"Naya Thimi, Bus Stand"
"Radhe Radhe, Bhaktapur"
Srijana Nagar
"Sallaghari, Suryabinayak"
Chundevi
Suryabinayak
"Jagati, Bhaktapur"
Chyamasingh
Kamalbinayak
"Mahalaxmisthan, Bhaktapur"
Dekocha Changu Stop
Mahakali Bus Stop
Sano Byasi
Thulo Byasi
"Kalopati, Bhaktapur"
"Dudhpati, Bhaktapur"
Lagankhel
Patan Hospital
Hattiban
"New Plaza, Satdobato"
Dhalko Mandir
Harisiddhi
Thaiba
Bade Gaun
Toukhel
Godawari
Lagankhel
Patan Hospital
Kumaripati
Manbhawan
Jawalakhel
"Jawalakhel, Ekantakuna"
Alka Hospital
Pulchowk
"Harihar bhawan, Pulchowk"
Pulchowk College
"Jwagal, Kupondole"
"Kandewatathan, Kupondole"
Kupondole
Thapathali
Tripureshwor
Sundhara
NAC Bus Stop
Bir Hospital
Bhotahiti
Jamal
Kantipath
Keshar Mahal
Lainchaur Chowk
Lazimpat Chowk
Lazimpat
Paani Pokhari
Kanti Bal Hospital
Teaching Hospital
Narayan Gopal Chowk
Basundhara
Basundhara Chauki
Samakhusi
Gongabu Chowk
Lagankhel
Satdobato
Kumaripati
Manbhawan
walakhel
"Jawalakhel, Ekantakuna"
Alka Hospital
Pulchowk
"Harihar bhawan, Pulchowk"
Pulchowk College
"Jwagal, Kupondole"
"Kandewatathan, Kupondole"
Kupondole
Thapathali
Maitighar
Babarmahal
Buddhanagar
Naya Baneshwor
Minbhawan
Shantinagar
Kuleshwor Tinkune
Koteshwor
"Bhatbhateni, Koteshwor"
Balkumari
Gwarko
Satdobato
Lagankhel
Patan Hospital
Gwarko
"Pipalbot, Gwarko"
"Krishna Mandir, Gwarko"
"Kharibot, Imadol"
Don Bosco School
Kwo lachhi
Lubhu
Lagankhel
Kwo lachhi
Kumaripati
Manbhawan
Jawalakhel
"Jawalakhel, Ekantakuna"
Alka Hospital
Pulchowk
"Harihar bhawan, Pulchowk"
Pulchowk College
"Jwagal, Kupondole"
"Kandewatathan, Kupondole"
Kupondole
Thapathali
Maitighar
Singhadurbar
Bhadrakali Mandir
Sahid Gate
Sundhara
NAC Bus Stop
Lubhu
"N.B. Oil Store, Mulpani"
Don Bosco School
"Kharibot, Imadol"
"Krishna Mandir, Gwarko"
"Pipalbot, Gwarko"
Gwarko
Satdobato
Lagankhel
Mulpani Pipalbot
"Sapkota Chowk, Mulpani"
"Thapagaun, Mulpani"
Bistagaun
Har Har Mahadev
"Sun City, Kadaghari"
"Sai Ram Chowk, Kadaghari"
Pepsicola
Saraswatinagar
Jadibuti
Koteshwor
Kuleshwor Tinkune
Shantinagar
Minbhawan
Naya Baneshwor
Buddhanagar
Babarmahal
Maitighar
Singhadurbar
Bhadrakali Mandir
Sahid Gate
Sundhara
NAC Bus Stop
Bir Hospital
Bhotahiti
Ratnapark
Purano Buspark
"Baba Chowk, Mulpani"
"Baluwakhani, Changunarayan"
"Pipalbot, Gothatar"
"Tej Binayak, Gothatar"
"Hamro Mart, Gothatar"
"Purano Krishnamandir, Gothatar"
"Khahare Chowk, Pepsicola"
Pepsicola
Saraswatinagar
Jadibuti
Koteshwor
Kuleshwor Tinkune
Shantinagar
Minbhawan
Naya Baneshwor
Buddhanagar
Babarmahal
Maitighar
Singhadurbar
Putalisadak
Bagbazar
Ratnapark
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Sahid Gate
Sundhara
Tripureshwor
"NEC, Changunarayan"
"Besigaun, Jorpati"
Mulpani Chaur
"Milan Chowk, Mulpani"
"Tiwari Tol, Mulpani"
Mulpani Turning
Dakshindhoka
Narayantar
Jorpati
Chamunda Gate
"Urab Bank, Jorpati"
Boudha Pipalbot
Boudha Gate
"Tusal, Boudha"
Chuchepati
Chabhahil Chowk
Mitra Park
Jaya Bageswori
Gausala Chowk
Ratopul
Gyaneshwor
Gyaneshwor Chowk
Charkhal Chowk
Charkhal
Putalisadak
Bagbazar
Ratnapark
Purano Buspark
"NMC Hospital, Attarkhel"
Gongabu Chowk
Jorpati
Chamunda Gate
"Urab Bank, Jorpati"
Boudha Pipalbot
Boudha Gate
"Tusal, Boudha"
Chuchepati
Chabhahil Chowk
Mitra Park
Jaya Bageswori
Gausala Chowk
Ratopul
Gyaneshwor
Maitidevi
Dillibazar
Charkhal
Putalisadak
Bagbazar
Ratnapark
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Sahid Gate
Sundhara
NAC Bus Stop
Naya Buspark
"Bagmati Pul, Gotathar"
Samakhusi
Basundhara Chauki
Basundhara
Narayan Gopal Chowk
Chappal Karkhana
Dhumbarahi
Sukedhara Chowk
Gopi Krishna Hall
Chabhahil Chowk
Mitra Park
Jaya Bageswori
Gausala Chowk
"Pingalstan, Gausala"
Tilganga
Tribhuvan International Airport
Sinamangal
"Gairigaun, Kuleshwor Tinkune"
Kuleshwor Tinkune
Shantinagar
Minbhawan
Naya Baneshwor
Buddhanagar
Babarmahal
Maitighar
Singhadurbar
Bhadrakali Mandir
Sahid Gate
Sundhara
NAC Bus Stop
Bir Hospital
Bhotahiti
Ratnapark
Purano Buspark
Gothatar
Bhrikutimandap
"Basuki Chowk, Nayabasti"
"Bipul School, Jorpati"
"Nayabasti, Jorpati"
Chamunda Gate
"Urab Bank, Jorpati"
Boudha Pipalbot
Boudha Gate
"Tusal, Boudha"
Chuchepati
Chabhahil Chowk
Mitra Park
Jaya Bageswori
Gausala Chowk
Ratopul
Gyaneshwor
Maitidevi
Dillibazar
Charkhal
Putalisadak
Bagbazar
Ratnapark
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Sahid Gate
Sundhara
NAC Bus Stop
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Sahid Gate
Sundhara
Tripureshwor
Teku
Kalimati
Kuleshwor
Kuleshwor turning1
Balkhu
Balkhu Dakhsinkali Turning
TU Gate
Chobar Gate
Chobar Turning
Chobar Galchi
Chobar Turning 2
"Manjushree Park, Chobar"
Lapsibot
Tau daha
"Pani Tankey, Taudaha"
Mahadevsthan
Chalnakhel
Ganeshthan Mandir
"Bansbari, Pharping"
"Pahiro, Pharping"
Dollu Bus Stop
Satikhel
Pharphing
Dakshinkali Turning 1
Dakshinkali Turning 2
Dakshinkali Turning 3
Dakshinkali
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Singhadurbar
Maitighar
Babarmahal
Buddhanagar
Naya Baneshwor
Minbhawan
Shantinagar
Kuleshwor Tinkune
Koteshwor
Jadibuti
Lokanthali
Kausaltar
Gaththaghar
"Chardobato, Naya Thimi"
"Naya Thimi, Bus Stand"
"Radhe Radhe, Bhaktapur"
Srijana Nagar
"Sallaghari, Suryabinayak"
"Sallaghari, Byasi"
"Sallaghari, Purano Thimi"
"KMC Hospital, Duwakot"
"Tripura Sundari Devithan, Duwakot"
"Mahankal Chowk, Duwakot"
Shree Changunarayan High School
Changunarayan Bus Park
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Sahid Gate
Sundhara
Tripureshwor
Teku
Kalimati
Kuleshwor
Kuleshwor turning1
Balkhu
Balkhu Dakhsinkali Turning
TU Gate
Kritipur
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Singhadurbar
Maitighar
Babarmahal
Buddhanagar
Naya Baneshwor
Minbhawan
Shantinagar
Kuleshwor Tinkune
Koteshwor
Jadibuti
Saraswatinagar
Pepsicola
"Sai Ram Chowk, Kadaghari"
"Sun City, Kadaghari"
Har Har Mahadev
Bistagaun
"Thapagaun, Mulpani"
"N.B. Oil Store, Mulpani"
Mulpani Pipalbot
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Purano Buspark
Bhrikutimandap
New Plaza
Putalisadak
Kamalpokhari
"City Center, Gyaneshwor"
Charkhal Chowk
Gyaneshwor Chowk
Gyaneshwor
Ratopul
Gausala Chowk
Jaya Bageswori
Mitra Park
Chabhahil Chowk
Chuchepati
"Tusal, Boudha"
Boudha Gate
Boudha Pipalbot
"Urab Bank, Jorpati"
Chamunda Gate
Jorpati
Narayantar
Dakshindhoka
Mulpani Turning
"Tiwari Tol, Mulpani"
"Milan Chowk, Mulpani"
Mulpani Chaur
"Baluwakhani, Changunarayan"
"NEC, Changunarayan"
Purano Buspark
Bhrikutimandap
Bhadrakali Mandir
Singhadurbar
Maitighar
Babarmahal
Buddhanagar
Naya Baneshwor
Minbhawan
Shantinagar
Kuleshwor Tinkune
"Gairigaun, Kuleshwor Tinkune"
Sinamangal
Tribhuvan International Airport
Tilganga
"Pingalstan, Gausala"
Gausala Chowk
Jaya Bageswori
Mitra Park
Chabhahil Chowk
Gopi Krishna Hall
Sukedhara Chowk
Dhumbarahi
Chappal Karkhana
Narayan Gopal Chowk
Basundhara
Basundhara Chauki
Samakhusi
Gongabu Chowk
Naya Buspark
Purano Buspark
Bhrikutimandap
New Plaza
Putalisadak
Kamalpokhari
"City Center, Gyaneshwor"
Charkhal Chowk
Gyaneshwor Chowk
Gyaneshwor
Ratopul
Gausala Chowk
Jaya Bageswori
Mitra Park
Chabhahil Chowk
Chuchepati
"Tusal, Boudha"
Boudha Gate
Boudha Pipalbot
"Urab Bank, Jorpati"
Chamunda Gate
Jorpati
Narayantar
Dakshindhoka
Mulpani Turning
"Tiwari Tol, Mulpani"
"Danchhi, Thali"
Indrayeni
Sakhu Buspark
Purano Buspark
Bhrikutimandap
New Plaza
Putalisadak
Kamalpokhari
"City Center, Gyaneshwor"
Charkhal Chowk
Gyaneshwor Chowk
Gyaneshwor
Ratopul
Gausala Chowk
Jaya Bageswori
Mitra Park
Chabhahil Chowk
Chuchepati
"Tusal, Boudha"
Boudha Gate
Boudha Pipalbot
"Urab Bank, Jorpati"
Chamunda Gate
Jorpati
"Besigaun, Jorpati"
"NMC Hospital, Attarkhel"
"Bhagwatithan, Gokarna"
Gokarna Mandir
"Hanumansthan, Gokarna"
"Namgyal, Gorkarna"
Nayapati
"BP Chowk, Sundarijal"
Sundarijal Buspark
Purano Buspark
Bir Hospital
Bhadrakali Mandir
Sahid Gate
Sundhara
Tripureshwor
Teku
Kalimati
Ravi Bhawan
Kalanki
Dhunge Adda
Tinthana
Satungal
Gurjudhara
Tribhuwan Park
Thankot
NAC Bus Stop
Bir Hospital
Bhotahiti
Jamal
Kamaladi
Kamalpokhari
"City Center, Gyaneshwor"
Charkhal Chowk
Gyaneshwor Chowk
Gyaneshwor
Ratopul
Gausala Chowk
Jaya Bageswori
Mitra Park
Chabhahil Chowk
Chuchepati
Pani Tankey
Mahankal
Ramhiti
Kailash Bodhi School
